"Date","Price","Open","High","Low","Change %"
"Jan 24, 2014","1.3678","1.3697","1.3741","1.3665","-0.12"
"Jan 27, 2014","1.3672","1.3677","1.3718","1.3654","-0.04"
"Jan 28, 2014","1.3669","1.3673","1.3689","1.3629","-0.02"
"Jan 29, 2014","1.3663","1.3668","1.3685","1.3603","-0.04"
"Jan 30, 2014","1.3556","1.3662","1.3666","1.3543","-0.78"
"Jan 31, 2014","1.3487","1.3557","1.3570","1.3480","-0.51"
"Feb 03, 2014","1.3525","1.3493","1.3536","1.3476","0.28"
"Feb 04, 2014","1.3519","1.3525","1.3539","1.3494","-0.04"
"Feb 05, 2014","1.3533","1.3519","1.3555","1.3498","0.10"
"Feb 06, 2014","1.3590","1.3533","1.3621","1.3485","0.42"
"Feb 07, 2014","1.3635","1.3590","1.3642","1.3553","0.33"
"Feb 10, 2014","1.3647","1.3634","1.3653","1.3609","0.09"
"Feb 11, 2014","1.3639","1.3648","1.3686","1.3631","-0.06"
"Feb 12, 2014","1.3594","1.3639","1.3655","1.3563","-0.33"
"Feb 13, 2014","1.3681","1.3594","1.3694","1.3586","0.64"
"Feb 14, 2014","1.3693","1.3681","1.3718","1.3674","0.09"
"Feb 17, 2014","1.3708","1.3688","1.3725","1.3687","0.11"
"Feb 18, 2014","1.3758","1.3706","1.3770","1.3694","0.36"
